time,gFx,gFy,gFz,gFTotal
0.018774986267089844,0.020599365234375,-1.0015716552734375,-0.0027313232421875,1.002
0.019296884536743164,0.020599365234375,-1.0015716552734375,-0.0027313232421875,1.002
0.02117776870727539,0.0185699462890625,-1.0035247802734375,-0.0086669921875,1.004
0.03091287612915039,0.016693115234375,-1.0013580322265625,-0.01080322265625,1.002
0.04626297950744629,0.0181121826171875,-1.001556396484375,-0.00927734375,1.002
0.05110311508178711,0.019317626953125,-1.001922607421875,0.00225830078125,1.002
0.06108999252319336,0.015899658203125,-1.001220703125,0.0032196044921875,1.001
0.07178306579589844,0.014251708984375,-1.001922607421875,-0.002288818359375,1.002
0.08113908767700195,0.01434326171875,-1.0042877197265625,-0.0021514892578125,1.004
0.09445905685424805,0.0139007568359375,-1.00384521484375,-0.00579833984375,1.004
0.11760497093200684,0.014678955078125,-1.003875732421875,0.0023193359375,1.004
0.1183018684387207,0.014678955078125,-1.003875732421875,0.0023193359375,1.004
0.12076711654663086,0.0134429931640625,-1.003143310546875,-0.0018463134765625,1.003
0.13067197799682617,0.0179595947265625,-1.00006103515625,-0.0051727294921875,1.0
0.1429729461669922,0.0205841064453125,-1.001220703125,-0.0114288330078125,1.001
0.15123295783996582,0.0198211669921875,-1.0015411376953125,-0.00299072265625,1.002
0.16144895553588867,0.0181427001953125,-1.000396728515625,-0.006744384765625,1.001
0.17121410369873047,0.018829345703125,-0.9992523193359375,-0.004913330078125,0.999
0.18131208419799805,0.0195159912109375,-1.0024261474609375,-0.0043182373046875,1.003
0.19424676895141602,0.0195770263671875,-1.0039520263671875,0.0001983642578125,1.004
0.20084285736083984,0.0202178955078125,-1.0018157958984375,0.0023651123046875,1.002
0.21689510345458984,0.0194091796875,-1.0041656494140625,-0.0047149658203125,1.004
0.2199997901916504,0.0174560546875,-1.0029144287109375,-0.0033721923828125,1.003
0.22986507415771484,0.0148773193359375,-1.00225830078125,-0.014129638671875,1.002
0.2418828010559082,0.01495361328125,-1.0024261474609375,-0.0025787353515625,1.003
0.24959087371826172,0.0146942138671875,-1.0006866455078125,0.0019073486328125,1.001
0.26059699058532715,0.015289306640625,-1.001617431640625,0.003570556640625,1.002
0.2702498435974121,0.016754150390625,-1.001953125,-0.0020751953125,1.002
0.28075599670410156,0.016326904296875,-1.00067138671875,-0.0054473876953125,1.001
0.2935779094696045,0.018280029296875,-1.0030517578125,-0.00836181640625,1.003
0.2999248504638672,0.017578125,-1.0056915283203125,-0.0060577392578125,1.006
0.3164529800415039,0.01885986328125,-1.0017242431640625,-0.0085296630859375,1.002
0.3193819522857666,0.020050048828125,-1.0031585693359375,-0.0004119873046875,1.003
0.32909679412841797,0.01959228515625,-1.0033111572265625,-0.005279541015625,1.004
0.3422539234161377,0.0166778564453125,-1.000823974609375,-0.0012359619140625,1.001
0.3489809036254883,0.0154266357421875,-1.000732421875,0.0010223388671875,1.001
0.3603339195251465,0.0128173828125,-1.002105712890625,0.004730224609375,1.002
0.37033891677856445,0.0137481689453125,-1.0010223388671875,0.0009613037109375,1.001
0.37946510314941406,0.015380859375,-1.0024566650390625,-0.0020294189453125,1.003
0.3927907943725586,0.015228271484375,-1.004302978515625,-0.0034637451171875,1.004
0.39952588081359863,0.0155487060546875,-1.0007171630859375,-0.013824462890625,1.001
0.41704392433166504,0.017913818359375,-1.0006103515625,-0.0062408447265625,1.001
0.4188718795776367,0.0189361572265625,-1.0024871826171875,-0.0049591064453125,1.003
0.4287400245666504,0.017730712890625,-1.003448486328125,-0.000762939453125,1.004
0.44017696380615234,0.0168304443359375,-1.0036468505859375,-0.0051422119140625,1.004
0.4494779109954834,0.0178680419921875,-1.0016021728515625,-0.00518798828125,1.002
0.4593329429626465,0.019805908203125,-1.0029449462890625,-0.0114288330078125,1.003
0.4711799621582031,0.0192413330078125,-1.002166748046875,1.52587890625e-05,1.002
0.47905683517456055,0.018707275390625,-1.001312255859375,0.00384521484375,1.001
0.4923868179321289,0.0181884765625,-1.0014801025390625,0.0118865966796875,1.002
0.49894094467163086,0.0165252685546875,-1.002227783203125,0.0021209716796875,1.002
0.517920970916748,0.0159759521484375,-1.0024566650390625,-0.0128021240234375,1.003
0.5197129249572754,0.0159759521484375,-1.0024566650390625,-0.0128021240234375,1.003
0.5280349254608154,0.01507568359375,-1.0028533935546875,-0.0157318115234375,1.003
0.5401830673217773,0.0168304443359375,-1.0017852783203125,-0.017333984375,1.002
0.5482730865478516,0.0174102783203125,-1.00238037109375,-0.0052490234375,1.003
0.5584158897399902,0.0168914794921875,-1.00372314453125,0.0060577392578125,1.004
0.5681929588317871,0.0160064697265625,-1.00213623046875,-0.001251220703125,1.002
0.5782229900360107,0.014923095703125,-1.0008697509765625,-0.0014801025390625,1.001
0.5919938087463379,0.0161895751953125,-1.0031890869140625,-0.0049591064453125,1.003
0.5982279777526855,0.0161285400390625,-1.005096435546875,-0.0035247802734375,1.005
0.6177659034729004,0.0196380615234375,-1.0020599365234375,0.00482177734375,1.002
0.6184568405151367,0.0196380615234375,-1.0020599365234375,0.00482177734375,1.002
0.627479076385498,0.0181121826171875,-1.0042724609375,0.0053558349609375,1.004
0.6401588916778564,0.0169525146484375,-1.001068115234375,-0.006072998046875,1.001
0.6480629444122314,0.0159759521484375,-0.99969482421875,-0.016082763671875,1.0
0.6570088863372803,0.016265869140625,-1.0032501220703125,-0.01153564453125,1.003
0.667870044708252,0.017669677734375,-1.0029296875,-0.0079498291015625,1.003
0.6777939796447754,0.019622802734375,-1.0032196044921875,-0.0028533935546875,1.003
0.6917459964752197,0.0185089111328125,-1.0022430419921875,-0.000701904296875,1.002
0.6978249549865723,0.0173797607421875,-1.00262451171875,-0.0046844482421875,1.003
0.7174010276794434,0.015716552734375,-1.001129150390625,-0.0054779052734375,1.001
0.7181057929992676,0.015716552734375,-1.001129150390625,-0.0054779052734375,1.001
0.7266669273376465,0.016204833984375,-1.0030517578125,0.00177001953125,1.003
0.7388389110565186,0.016448974609375,-1.0024871826171875,0.0012054443359375,1.003
0.746488094329834,0.016693115234375,-1.0015716552734375,0.0020904541015625,1.002
0.7573719024658203,0.0187530517578125,-1.0024261474609375,-0.001983642578125,1.003
0.7672510147094727,0.0162200927734375,-1.0035247802734375,-0.0029144287109375,1.004
0.7776780128479004,0.0149993896484375,-1.0020904541015625,-0.005462646484375,1.002
0.7908439636230469,0.017547607421875,-1.001617431640625,-0.0093841552734375,1.002
0.7972760200500488,0.0204925537109375,-1.0009765625,-0.0062713623046875,1.001
0.8182358741760254,0.0184326171875,-1.001129150390625,-0.0005950927734375,1.001
0.8189330101013184,0.0184326171875,-1.001129150390625,-0.0005950927734375,1.001
0.8262128829956055,0.0167999267578125,-1.002166748046875,-0.00860595703125,1.002
0.8388428688049316,0.0170135498046875,-1.00189208984375,-0.00299072265625,1.002
0.8469328880310059,0.0150909423828125,-1.0025634765625,-0.007476806640625,1.003
0.8565020561218262,0.015533447265625,-1.0021514892578125,-0.0020294189453125,1.002
0.8663818836212158,0.016082763671875,-1.00396728515625,0.0040740966796875,1.004
0.8766908645629883,0.015380859375,-1.003997802734375,0.007354736328125,1.004
0.9053130149841309,0.0185699462890625,-1.003936767578125,-0.0042266845703125,1.004
0.9061660766601562,0.0185699462890625,-1.003936767578125,-0.0042266845703125,1.004
0.9074888229370117,0.0185699462890625,-1.003936767578125,-0.0042266845703125,1.004
0.9154438972473145,0.0177154541015625,-1.0007781982421875,-0.0130615234375,1.001
0.9258837699890137,0.017913818359375,-0.9996185302734375,-0.012481689453125,1.0
0.9405059814453125,0.015960693359375,-1.00311279296875,-0.0095367431640625,1.003
0.945720911026001,0.01513671875,-1.002532958984375,-0.0062408447265625,1.003
0.956575870513916,0.017791748046875,-0.999786376953125,-0.001739501953125,1.0
0.965850830078125,0.0206756591796875,-1.001861572265625,-0.0018310546875,1.002
0.976201057434082,0.0187835693359375,-1.0031890869140625,0.0014495849609375,1.003
1.0045080184936523,0.013763427734375,-1.0031585693359375,-0.00244140625,1.003
1.0054640769958496,0.013763427734375,-1.0031585693359375,-0.00244140625,1.003
1.0067999362945557,0.013763427734375,-1.0031585693359375,-0.00244140625,1.003
1.0148019790649414,0.0142364501953125,-1.0042724609375,-0.0081634521484375,1.004
1.0247960090637207,0.0157623291015625,-1.0010223388671875,0.0040435791015625,1.001
1.039151906967163,0.015960693359375,-1.0026397705078125,-0.00811767578125,1.003
1.0444178581237793,0.016326904296875,-1.0028076171875,-0.000885009765625,1.003
1.0552988052368164,0.01629638671875,-1.0021820068359375,-0.0080413818359375,1.002
1.0653901100158691,0.0179901123046875,-1.00018310546875,-0.0094451904296875,1.0
1.0755081176757812,0.0183868408203125,-1.002288818359375,-0.004669189453125,1.002
1.1041131019592285,0.0184783935546875,-1.0006561279296875,0.000518798828125,1.001
1.1050419807434082,0.0184783935546875,-1.0006561279296875,0.000518798828125,1.001
1.106571912765503,0.0184783935546875,-1.0006561279296875,0.000518798828125,1.001
1.114177942276001,0.01666259765625,-1.004364013671875,-0.0004730224609375,1.005
1.1255388259887695,0.0161285400390625,-1.003082275390625,0.00579833984375,1.003
1.1394438743591309,0.016510009765625,-1.00054931640625,-0.0057830810546875,1.001
1.1441929340362549,0.017242431640625,-1.002593994140625,-0.00213623046875,1.003
1.1552600860595703,0.0187225341796875,-1.0033111572265625,-0.0078125,1.004
1.1647439002990723,0.01953125,-1.0008392333984375,-0.0028076171875,1.001
1.1748929023742676,0.0165557861328125,-1.0028228759765625,-0.006927490234375,1.003
1.202786922454834,0.0106353759765625,-1.0038299560546875,0.0025634765625,1.004
1.2039508819580078,0.0106353759765625,-1.0038299560546875,0.0025634765625,1.004
1.2055349349975586,0.0106353759765625,-1.0038299560546875,0.0025634765625,1.004
1.2135648727416992,0.0129852294921875,-1.002777099609375,0.003326416015625,1.003
1.2234768867492676,0.017486572265625,-1.0024261474609375,-0.001495361328125,1.003
1.2357897758483887,0.0194549560546875,-1.0021514892578125,-0.0023345947265625,1.002
1.244143009185791,0.01934814453125,-1.00347900390625,-0.0112762451171875,1.004
1.2539119720458984,0.019378662109375,-1.0011138916015625,-0.0073394775390625,1.001
1.2640869617462158,0.0190277099609375,-0.9996795654296875,-0.0031280517578125,1.0
1.2743330001831055,0.0217742919921875,-1.0040130615234375,0.002227783203125,1.004
1.303596019744873,0.0195465087890625,-1.0012359619140625,-0.0157470703125,1.002
1.3043129444122314,0.0195465087890625,-1.0012359619140625,-0.0157470703125,1.002
1.3049979209899902,0.0195465087890625,-1.0012359619140625,-0.0157470703125,1.002
1.312863826751709,0.017364501953125,-1.0018768310546875,-0.0131378173828125,1.002
1.3273439407348633,0.015350341796875,-1.001983642578125,-0.0080108642578125,1.002
1.336400032043457,0.0159149169921875,-1.0023193359375,0.0081787109375,1.002
1.3431949615478516,0.0157623291015625,-1.00335693359375,0.0052947998046875,1.003
1.3534960746765137,0.01531982421875,-1.0021820068359375,-0.0003814697265625,1.002
1.3638830184936523,0.0130462646484375,-1.0037384033203125,-0.00799560546875,1.004
1.3735737800598145,0.012603759765625,-1.0034637451171875,-0.008575439453125,1.004
1.3875517845153809,0.0134735107421875,-1.000152587890625,-0.0088043212890625,1.0
1.404782772064209,0.017913818359375,-1.0050811767578125,0.004913330078125,1.005
1.4054839611053467,0.017913818359375,-1.0050811767578125,0.004913330078125,1.005
1.4121909141540527,0.0184173583984375,-1.003204345703125,-0.0015716552734375,1.003
