force,emg
29.56055234806716,0.1763413338964145
29.56055234806716,0.17589225910052303
29.543113731995728,0.17565471776078323
29.543113731995728,0.1755221073128299
29.525675115924297,0.17556999423779693
29.508236499852874,0.17569548993120473
29.490797883781443,0.17572359718808428
29.473359267710013,0.17574767301615085
29.455920651638582,0.17581206587078577
29.43848203556716,0.1759145751040197
29.421043419495728,0.17590002189049272
29.386166187352874,0.17547127458425596
29.368727571281443,0.17461787271176785
29.351288955210013,0.17370759911246605
29.333850339138582,0.17287614584184446
29.31641172306716,0.17209182715609753
29.298973106995728,0.17129377725298778
29.264095874852874,0.170831879996439
29.246657258781443,0.16994742246554512
29.229218642710013,0.16879923783617812
29.211780026638582,0.1674814478416228
29.176902794495728,0.16614345930746052
29.159464178424297,0.16487274130640198
29.142025562352874,0.16357528651169928
29.124586946281443,0.16237278715740433
29.107148330210013,0.1615706891057264
29.107148330210013,0.16115519734359124
29.089709714138582,0.1608422899139196
29.089709714138582,0.16057043885221517
29.089709714138582,0.16037399067011868
29.089709714138582,0.16011601054841929
29.089709714138582,0.15975748566545236
29.089709714138582,0.1594964587785946
29.089709714138582,0.15926580704136015
29.089709714138582,0.1592407155950366
29.07227109806716,0.15934569676990795
29.07227109806716,0.15967760658510466
29.054832481995728,0.16003125705940668
29.037393865924297,0.16033489404877851
29.019955249852874,0.16059840171421316
29.002516633781443,0.16082335158185435
29.002516633781443,0.1610410652517939
28.985078017710013,0.16119367259380202
28.967639401638582,0.1614945934203593
28.95020078556716,0.16169279032832334
28.932762169495728,0.16181379449861602
28.932762169495728,0.16189462208000444
28.915323553424297,0.1616274010829415
28.915323553424297,0.16104327425589735
28.897884937352874,0.1606371890178076
28.897884937352874,0.16018138027227682
28.897884937352874,0.15956302251848664
28.897884937352874,0.15884475737601297
28.897884937352874,0.15818122890403669
28.897884937352874,0.15791181206832053
28.897884937352874,0.15789882910367598
28.897884937352874,0.15792803799018337
28.897884937352874,0.15775107891772752
28.880446321281443,0.15776698665095476
28.880446321281443,0.15799065419679678
28.880446321281443,0.1583298944411796
28.880446321281443,0.15865901437206165
28.863007705210013,0.159096213520793
28.863007705210013,0.1595110550593387
28.863007705210013,0.15999366537371734
28.863007705210013,0.16067093457853313
